;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184
43;474,50;156,61;342,25;442,66;149,99;417,04;111,04;498,07;362,67;254,69;131,41;460,77;140,45;550,55;216,76;2,72;402,98;301,65;121,29;0,00;232,28;509,34;383,82;436,86;130,18;471,99;489,12;134,43;457,01;67,01;521,41;382,81;367,61;122,02;151,45;165,73;252,68;479,33;398,05;391,21;259,27;138,72;0;357,54;569,30;473,47;346,11;186,14;475,03;101,08;313,70;379,30;253,59;136,28;460,18;476,55;379,13;138,67;49,68;224,99;494,79;293,54;378,77;14,03;582,41;445,71;262,05;412,35;296,99;529,42;264,09;237,95;315,84;261,62;128,83;138,86;70,51;436,81;276,93;73,92;146,53;203,08;468,38;141,42;181,88;143,67;146,92;242,92;341,06;16,53;356,70;537,56;134,00;405,60;119,08;36,49;135,28;232,67;134,87;390,14;140,98;182,72;386,86;362,23;375,55;365,92;438,12;367,73;158,83;224,26;248,42;373,65;148,19;42,96;511,26;179,50;509,88;184,72;138,62;454,74;221,46;353,88;32,64;156,47;551,54;345,79;245,20;324,07;285,90;369,79;188,65;257,18;268,73;387,37;136,90;161,39;282,32;411,83;136,91;77,46;422,99;163,80;551,49;334,06;414,74;77,61;169,40;249,91;421,09;212,76;147,26;328,51;248,80;478,79;149,13;544,35;137,47;297,68;581,28;6,08;280,22;511,61;339,87;40,48;144,51;438,93;591,73;403,36;283,71;501,37;203,60;434,19;262,28;185,29;416,80;520,36;432,61;501,08;244,67;364,91;261,32;214,35;150,32;94,51
44;158,82;253,08;335,51;193,90;306,44;357,34;272,18;284,10;85,30;106,68;310,27;163,70;312,10;295,63;153,98;359,69;96,99;273,13;337,14;357,54;131,14;151,95;191,20;370,62;315,82;117,00;283,59;317,23;170,49;338,38;164,41;246,82;288,62;361,95;300,92;373,30;153,62;151,96;115,95;41,12;114,31;304,98;357,54;0;249,50;144,35;187,48;302,44;152,70;256,91;323,22;312,33;155,23;304,99;138,65;122,36;21,76;328,82;338,33;286,45;148,55;111,02;218,51;353,91;328,59;333,64;143,37;59,40;79,06;172,04;144,16;133,15;54,86;137,88;305,80;312,26;335,86;295,54;279,15;346,00;310,72;278,53;110,95;311,98;176,61;359,46;300,36;135,35;30,67;353,20;54,88;180,47;304,81;153,68;249,99;361,91;361,83;135,31;311,25;57,94;312,91;293,22;184,55;305,08;323,14;137,92;210,32;237,10;218,40;143,42;122,83;56,30;304,50;392,48;153,84;291,65;152,56;369,20;313,21;187,00;349,14;315,63;362,37;310,83;194,21;141,42;112,34;52,06;192,72;26,97;189,12;141,49;121,69;277,19;352,00;321,29;133,26;75,26;313,50;343,88;104,42;314,17;199,14;136,59;75,01;380,54;337,51;140,52;209,37;150,63;308,40;319,44;173,37;121,41;317,15;187,79;312,62;59,86;239,88;355,87;172,70;154,22;335,46;397,50;309,57;81,98;283,66;331,90;250,94;151,66;154,57;170,79;279,25;398,88;289,60;163,07;151,35;143,87;136,30;52,29;126,40;157,59;314,48;385,01
45;300,11;426,95;380,16;146,76;467,48;347,95;505,97;174,39;208,22;347,10;479,50;109,05;476,72;122,47;353,37;571,84;169,41;348,33;507,03;569,30;370,79;160,68;212,72;348,26;484,60;155,46;467,60;483,81;338,88;530,01;150,51;473,49;311,35;530,34;462,34;522,59;402,87;280,07;322,55;208,53;312,47;547,05;569,30;249,50;0;105,30;422,47;549,90;98,71;476,61;387,35;326,60;404,56;472,98;286,59;209,33;235,73;491,86;563,12;410,37;237,73;275,81;237,41;569,65;137,13;293,95;392,79;231,52;328,28;156,72;393,65;377,18;304,27;387,17;477,18;477,61;526,54;256,14;370,99;534,15;472,67;527,10;186,66;476,16;393,92;601,57;464,15;381,65;247,81;569,63;221,72;149,21;473,93;169,57;480,76;583,26;524,56;339,11;478,67;195,31;477,14;540,40;205,37;332,67;341,47;207,42;405,80;263,12;456,39;347,12;323,26;206,87;466,81;595,36;161,18;538,53;158,86;615,50;478,51;363,70;598,14;350,27;582,70;467,92;153,71;376,54;342,06;256,64;303,99;225,05;380,82;390,63;370,84;282,64;514,17;474,47;287,81;174,95;479,56;530,89;284,70;467,12;108,68;239,10;254,64;609,84;485,34;388,87;414,71;359,98;470,41;373,05;422,81;170,70;476,82;140,97;478,56;296,73;60,66;569,38;299,79;160,11;381,83;609,49;472,70;186,96;39,60;328,80;343,23;117,56;383,94;143,32;380,92;644,05;268,69;155,67;336,13;159,39;383,21;284,26;375,09;355,47;473,98;617,42
46;221,14;339,62;336,30;110,37;385,30;325,45;403,77;187,08;111,39;242,64;395,06;50,59;393,66;171,31;256,76;475,92;70,87;290,12;423,01;473,47;266,62;101,50;158,38;331,77;400,42;71,01;383,70;400,31;254,75;439,69;100,74;375,99;271,54;447,29;379,89;445,67;297,58;203,02;227,00;103,56;214,29;443,05;473,47;144,35;105,30;0;321,97;444,79;13,29;377,70;336,08;291,86;299,28;388,76;204,00;131,75;131,57;409,68;463,57;338,30;167,32;181,89;189,63;472,68;200,44;281,69;287,54;133,34;223,00;111,48;288,42;272,38;199,03;281,88;392,01;394,34;436,45;239,92;308,11;444,95;390,34;421,83;104,08;393,22;294,38;497,65;381,01;276,57;143,13;472,47;118,99;111,15;389,38;102,75;379,14;484,80;443,23;240,99;394,78;90,32;394,21;435,33;149,42;292,62;306,12;129,49;316,55;216,24;353,00;249,32;225,16;103,14;384,21;502,42;103,23;433,51;100,18;510,65;395,28;278,48;492,84;308,57;484,52;387,01;124,18;275,51;239,15;153,71;228,72;119,75;287,06;285,33;265,54;247,63;432,80;395,02;197,74;69,66;396,11;441,99;192,83;387,52;95,41;157,11;159,19;509,29;407,96;283,59;322,74;261,38;388,00;325,10;317,56;92,38;395,33;109,97;395,13;192,16;108,28;473,05;218,92;102,47;337,37;513,93;390,00;90,94;139,62;302,04;278,22;54,34;281,72;90,63;315,08;539,46;244,64;104,43;247,04;94,80;278,06;181,86;269,79;259,28;392,47;516,05
47;170,24;324,24;478,66;380,85;375,09;518,95;235,27;470,60;268,42;159,67;369,26;349,65;375,57;482,52;241,55;347,10;284,41;413,01;388,74;346,11;160,87;281,75;369,02;535,04;373,86;269,14;146,03;377,30;135,06;362,71;296,00;62,19;448,22;409,74;370,67;438,55;105,08;185,53;105,94;222,64;230,98;229,81;346,11;187,48;422,47;321,97;0;198,83;332,67;259,38;458,87;471,37;103,05;366,72;167,34;229,59;192,93;389,81;305,47;392,77;222,60;259,33;391,67;336,00;515,09;506,34;101,19;190,99;131,36;297,61;98,28;144,87;145,02;106,02;363,60;374,92;362,12;471,82;408,52;373,29;377,33;170,31;242,62;375,95;222,93;272,61;367,81;133,58;207,24;334,14;238,65;308,16;365,36;339,33;229,71;331,22;415,81;229,76;371,96;244,50;376,59;193,94;363,84;460,25;479,16;317,05;93,49;404,65;190,80;232,34;230,52;243,51;372,38;388,81;282,60;194,85;283,29;261,27;375,68;121,90;222,28;466,29;333,67;382,34;316,53;46,63;184,90;216,81;335,81;214,31;266,36;108,39;112,65;444,27;408,65;394,01;275,62;258,30;375,10;373,15;146,96;388,87;343,16;305,30;169,61;328,48;411,57;118,38;75,31;226,74;375,55;460,99;100,22;259,08;384,47;318,28;374,55;178,19;396,74;341,67;314,14;283,52;477,82;377,79;375,25;235,59;459,92;494,33;387,00;308,70;191,56;358,07;402,65;292,92;462,26;292,00;116,66;277,89;129,84;140,72;117,13;244,82;382,64;324,31
48;360,70;254,92;453,53;459,01;285,75;516,63;96,13;537,15;350,69;204,05;271,51;452,54;280,66;571,87;234,25;185,88;384,08;395,28;278,14;186,14;181,81;442,07;418,88;535,92;273,81;415,46;325,58;278,38;330,88;231,90;456,12;215,49;452,13;290,46;283,75;330,77;150,39;372,21;285,63;343,39;258,69;47,47;186,14;302,44;549,90;444,79;198,83;0;451,40;149,41;426,88;470,91;149,25;272,59;352,60;396,22;319,68;288,50;136,80;339,47;401,32;300,73;428,24;172,71;605,87;526,43;161,44;339,38;223,70;461,01;161,42;173,21;247,97;165,93;266,31;279,36;233,35;503,69;378,49;242,57;285,21;28,65;399,07;281,45;189,23;74,17;279,32;168,25;302,27;170,29;330,29;470,96;270,40;415,44;115,46;158,18;301,33;237,75;275,21;354,59;281,61;9,99;417,83;455,38;472,81;379,74;290,53;428,90;109,26;233,11;250,30;343,78;283,00;226,92;443,52;13,01;443,21;67,75;279,70;320,29;55,03;453,77;161,74;293,95;482,49;219,76;214,62;296,12;341,88;325,27;232,36;161,87;181,41;461,31;298,40;303,82;303,27;375,22;278,37;244,40;321,99;302,09;497,45;353,72;329,40;140,55;318,52;161,94;271,10;219,57;284,49;436,49;132,86;413,65;291,12;480,00;278,34;253,70;541,98;180,30;325,43;444,21;451,73;205,09;282,75;378,88;581,59;496,40;370,30;452,75;180,05;442,02;366,71;99,00;487,44;453,35;309,49;435,70;166,75;282,22;176,17;234,89;290,66;132,04
49;234,33;338,55;327,85;98,92;383,12;314,84;407,92;173,99;112,36;248,39;393,41;38,76;391,69;158,32;258,30;477,51;72,21;283,34;421,31;475,03;272,09;114,01;149,94;320,71;398,72;84,30;396,54;398,45;267,69;439,57;112,54;387,33;262,33;445,41;377,75;442,51;305,19;216,27;238,91;112,45;216,34;448,39;475,03;152,70;98,71;13,29;332,67;451,40;0;380,30;328,54;282,23;306,96;387,05;217,09;145,04;141,17;407,55;466,49;333,97;180,59;182,22;180,73;474,63;187,80;270,15;295,35;145,13;230,76;123,13;296,33;278,53;207,02;289,56;390,52;392,42;436,27;228,44;302,12;444,54;388,20;428,89;117,35;391,22;297,15;502,93;379,03;283,17;149,17;474,48;123,21;122,18;387,75;95,16;382,96;487,30;440,97;243,08;393,00;96,96;392,21;441,86;141,08;283,55;296,62;124,83;329,05;207,47;357,86;251,30;227,20;108,16;382,11;503,10;115,68;439,95;112,64;516,85;393,35;291,33;500,08;299,76;486,91;384,55;134,73;286,12;243,64;158,13;224,51;127,31;287,69;292,88;273,15;237,79;430,53;392,27;196,92;77,46;394,23;441,50;205,30;384,79;103,15;153,80;171,32;512,66;404,82;290,76;334,95;263,71;385,88;317,09;325,34;105,65;393,02;120,30;393,24;198,04;109,10;474,77;215,85;114,89;328,99;515,42;387,94;103,42;131,05;291,70;272,43;65,77;285,81;80,35;309,59;545,35;233,79;116,43;259,65;107,56;284,80;192,20;277,15;260,67;390,15;519,81
50;375,54;106,82;307,72;358,56;137,37;374,92;54,16;423,80;268,48;153,63;124,64;369,49;133,31;469,95;124,08;103,10;308,11;253,35;136,50;101,08;131,47;408,83;305,55;394,62;127,70;372,15;405,19;132,07;360,43;103,37;421,10;304,57;314,74;154,13;134,96;189,31;158,76;379,51;299,92;291,51;164,17;111,15;101,08;256,91;476,61;377,70;259,38;149,41;380,30;0;280,29;331,22;160,11;124,83;360,57;375,48;278,41;143,28;86,65;191,26;393,91;202,14;306,82;97,02;503,00;391,86;166,90;311,30;196,36;428,92;169,25;138,16;214,82;165,41;119,15;132,13;102,93;374,95;233,81;114,04;137,34;152,12;367,60;134,02;83,37;152,19;130,68;144,18;241,67;96,38;259,42;437,21;122,77;318,53;36,10;107,12;162,43;137,50;128,18;291,99;134,30;141,42;306,99;314,88;331,23;279,15;348,09;301,37;69,27;129,54;153,36;276,12;134,57;139,10;410,74;137,71;409,42;184,93;132,59;360,18;201,08;311,05;106,95;145,58;451,08;252,03;144,66;225,81;214,10;270,19;103,99;161,23;170,54;328,51;157,22;155,98;194,91;313,84;131,42;114,12;323,04;153,62;452,44;248,30;313,80;134,55;171,65;153,00;332,47;116,66;136,39;291,24;159,24;378,29;143,67;444,21;131,25;197,12;484,61;99,06;202,81;411,10;305,77;140,67;134,90;338,57;501,61;356,62;230,09;402,65;102,60;347,09;221,03;201,77;356,64;419,92;335,81;400,67;146,33;264,12;163,16;122,50;142,90;144,51
51;481,77;173,59;28,56;241,57;163,76;104,87;334,25;242,94;254,94;299,19;182,37;293,90;173,58;310,09;219,08;316,27;281,79;50,18;197,72;313,70;300,75;424,41;179,21;124,30;184,04;382,10;590,62;180,08;491,96;248,25;429,27;519,25;81,09;209,75;162,28;178,14;362,05;473,22;432,07;324,75;229,95;391,42;313,70;323,22;387,35;336,08;458,87;426,88;328,54;280,29;0;78,17;364,58;177,42;461,44;425,25;338,40;178,58;341,73;90,57;459,75;213,63;150,69;323,08;333,25;146,02;361,67;375,75;333,23;440,19;364,53;317,31;329,91;355,67;184,89;175,15;244,43;156,06;50,97;244,45;167,46;423,33;401,46;172,60;250,70;429,25;166,86;328,95;292,55;324,71;277,11;442,80;179,71;233,46;311,74;346,10;197,64;229,21;179,01;304,16;173,13;417,98;187,85;63,50;68,40;211,31;518,65;124,38;323,62;227,29;228,86;288,38;165,51;313,15;426,53;414,38;423,77;464,57;175,49;505,51;480,36;47,77;343,11;157,65;457,06;425,73;273,97;271,74;130,73;310,82;202,67;354,52;346,53;110,88;190,18;154,65;192,35;315,63;177,19;240,45;427,54;150,87;431,38;193,97;397,19;386,97;152,48;344,97;511,41;234,96;166,56;17,97;376,97;400,86;165,74;443,80;176,56;292,03;428,89;317,70;151,64;426,17;26,23;342,37;169,37;368,67;390,25;96,67;73,37;387,45;275,96;251,35;60,48;478,45;135,77;431,47;470,70;415,68;332,83;368,86;342,80;216,23;164,15;402,35
52;465,94;228,55;58,44;186,70;231,83;47,85;383,43;169,65;232,72;314,86;250,15;244,66;242,20;237,80;244,67;381,96;249,79;78,56;269,04;379,30;322,34;387,98;135,40;65,73;252,73;347,72;592,34;249,26;482,57;316,28;390,50;533,33;23,73;283,62;229,29;254,84;383,63;454,50;427,13;303,93;241,56;440,41;379,30;312,33;326,60;291,86;471,37;470,91;282,23;331,22;78,17;0;386,21;244,47;445,51;398,03;323,40;249,79;401,79;155,13;434,33;212,92;103,38;387,32;258,54;68,81;380,98;357,33;340,66;401,48;383,67;338,51;331,85;374,46;251,68;243,71;312,36;79,94;102,38;313,89;236,16;463,19;371,90;241,26;284,65;483,22;233,53;349,81;282,56;388,69;260,05;402,43;246,60;191,24;358,73;409,40;272,20;249,37;247,16;280,28;241,93;461,44;144,35;17,09;14,88;181,44;519,02;78,42;363,11;250,13;244,01;267,35;233,09;383,51;390,00;458,01;387,06;515,71;244,21;499,25;525,65;30,44;406,77;226,90;415,88;433,05;290,87;264,74;137,23;294,41;238,85;374,26;362,63;44,78;264,01;225,98;195,75;286,80;245,87;309,87;415,25;221,11;384,84;175,74;381,82;449,02;226,51;365,52;514,67;260,97;234,87;60,20;401,06;368,25;235,72;401,80;245,11;295,12;373,86;382,70;158,26;389,47;60,75;410,97;237,74;341,32;324,40;25,51;101,23;345,68;303,99;201,96;117,08;532,81;61,16;393,45;463,63;379,77;353,58;362,56;360,36;242,77;233,74;463,46
53;225,03;221,70;386,41;328,95;272,10;434,05;146,52;414,11;215,36;73,79;266,24;312,76;272,52;439,17;145,52;254,95;243,63;321,37;286,08;253,59;64,24;293,06;301,62;451,46;270,87;266,34;248,46;274,29;203,90;262,57;307,05;157,73;364,04;307,49;267,71;335,57;2,58;232,95;147,66;196,34;146,12;160,77;253,59;155,23;404,56;299,28;103,05;149,25;306,96;160,11;364,58;386,21;0;263,68;213,24;248,41;171,22;286,81;218,84;293,11;256,85;182,85;318,77;245,17;473,03;429,23;12,20;190,24;76,28;312,17;12,48;47,81;100,37;17,41;260,59;271,88;261,68;398,83;313,67;272,89;274,30;123,90;250,00;272,90;120,87;213,04;264,81;36,41;159,94;243,62;190,49;322,02;262,32;285,10;134,54;244,73;313,18;137,32;268,93;210,18;273,54;140,60;298,32;373,45;392,27;254,45;188,19;326,92;94,76;137,86;142,39;201,74;269,38;295,21;294,55;139,53;294,17;216,88;272,64;201,21;193,99;377,29;246,51;279,39;333,82;92,36;95,80;159,01;248,99;179,68;166,18;14,46;33,85;364,72;305,85;291,05;193,98;229,72;272,06;272,47;178,88;286,00;348,23;234,77;181,63;251,05;308,59;20,93;173,20;129,64;272,53;368,58;18,58;264,45;281,44;330,95;271,51;114,64;393,49;249,85;228,21;295,22;385,31;288,79;272,22;229,75;437,98;410,46;294,96;303,95;90,53;309,07;306,36;247,63;386,31;304,38;179,77;286,57;32,65;133,32;30,90;148,35;279,62;251,04
54;450,86;51,95;205,98;334,09;14,20;280,94;176,48;376,09;279,35;225,90;6,60;364,62;8,91;434,28;151,65;138,86;318,91;168,22;34,27;136,28;212,80;447,35;269,82;300,73;11,67;405,75;511,76;12,24;445,40;71,81;457,11;418,59;234,52;58,68;15,24;72,55;261,67;449,81;382,00;328,15;191,06;230,34;136,28;304,99;472,98;388,76;366,72;272,59;387,05;124,83;177,42;244,47;263,68;0;432,90;426,80;326,11;24,31;166,97;89,39;453,20;209,91;258,04;145,82;464,21;311,96;266,59;364,34;271,12;466,71;269,40;226,32;281,19;262,82;7,49;8,21;67,89;306,81;142,37;70,08;12,62;276,91;411,44;9,42;146,95;259,57;10,97;236,28;279,90;147,51;284,09;473,00;2,37;303,58;160,84;169,07;56,87;170,25;6,27;318,77;9,93;265,19;274,75;227,39;239,93;265,71;447,82;242,54;187,96;162,61;182,16;300,76;12,02;139,78;449,46;261,46;447,43;297,77;9,01;450,64;321,73;218,16;165,96;21,94;487,74;348,76;205,17;258,63;171,10;307,65;116,62;259,66;261,56;256,66;47,04;31,24;191,55;338,40;8,75;66,10;394,70;30,10;477,48;234,45;375,55;210,32;47,04;249,90;434,81;158,56;12,16;192,31;268,63;417,90;18,90;477,77;8,02;250,16;496,15;140,30;173,20;449,53;203,60;166,50;10,16;378,48;489,32;268,02;153,56;427,30;179,05;330,88;127,55;307,43;286,20;457,33;421,01;438,44;239,63;331,21;255,12;147,91;18,10;226,14
55;20,46;381,93;472,71;298,02;436,31;488,56;358,26;385,28;212,82;210,72;437,53;247,67;440,70;375,27;282,04;461,88;203,10;411,29;462,95;460,18;230,02;128,54;316,14;500,11;442,96;134,88;181,40;445,01;52,29;454,97;141,44;201,13;422,05;487,23;430,93;503,75;213,32;19,76;67,00;141,94;247,67;372,57;460,18;138,65;286,59;204,00;167,34;352,60;217,09;360,57;461,44;445,51;213,24;432,90;0;77,27;123,27;457,17;430,16;423,60;57,03;249,63;346,44;453,48;403,68;458,08;202,51;88,33;165,48;139,81;201,15;222,43;151,90;201,26;432,58;440,64;453,08;417,60;417,80;463,93;440,15;324,34;101,55;440,72;291,60;422,60;429,74;217,31;169,18;452,22;186,09;150,10;432,37;267,56;342,56;455,76;488,96;263,86;439,05;166,58;441,59;345,63;308,17;439,79;457,27;265,04;120,89;368,10;304,14;270,93;254,37;178,23;434,11;499,64;128,66;345,52;130,33;419,10;441,56;77,16;385,03;451,48;457,19;441,56;155,46;133,58;228,40;190,68;331,21;151,69;316,55;205,89;191,93;407,24;479,68;452,56;271,82;165,74;441,62;462,46;38,29;445,78;189,89;271,14;64,31;464,24;469,45;211,72;132,89;274,36;437,91;457,03;224,76;116,49;446,94;160,44;440,80;183,81;247,42;457,20;311,34;129,72;472,79;497,72;438,72;116,19;326,11;463,19;389,48;169,45;262,34;273,98;417,82;450,89;415,32;136,62;54,48;127,95;215,72;101,70;199,31;285,85;444,42;464,20
56;91,51;374,85;432,46;234,28;427,70;437,86;384,09;317,61;170,31;222,03;432,20;179,11;433,72;301,64;276,26;478,58;148,35;375,51;459,24;476,55;245,26;52,98;263,78;447,33;437,75;60,77;258,40;439,03;129,56;460,40;66,89;272,15;375,36;484,09;422,16;494,09;247,72;72,19;123,75;102,59;235,74;408,43;476,55;122,36;209,33;131,75;229,59;396,22;145,04;375,48;425,25;398,03;248,41;426,80;77,27;0;100,85;450,45;453,43;401,67;37,03;224,57;295,48;471,93;328,86;401,43;236,42;64,34;182,54;68,04;235,94;242,71;161,36;233,12;427,82;433,94;457,96;359,94;386,52;468,18;432,11;369,22;28,14;433,57;297,56;461,37;421,81;241,17;147,22;471,03;150,85;78,58;426,69;210,42;364,35;477,97;483,66;257,61;433,07;121,12;434,50;388,11;255,13;394,74;410,97;217,30;197,39;319,61;329,15;265,76;244,75;137,50;425,86;512,89;53,54;387,34;54,67;463,92;434,89;154,43;435,20;408,31;478,79;431,76;87,75;188,09;232,54;169,06;299,36;120,84;311,35;237,61;219,80;356,72;473,74;441,92;246,50;111,30;435,24;466,11;82,77;434,69;115,09;231,28;66,85;492,64;457,74;240,59;207,86;272,88;429,77;418,22;263,59;40,25;438,40;88,69;434,34;180,87;171,52;474,47;282,09;54,53;432,92;515,98;431,05;56,91;248,87;412,97;356,76;92,44;273,01;211,07;389,15;495,17;360,54;62,62;128,53;51,07;240,77;115,89;226,48;279,85;435,68;495,15
57;143,70;274,17;349,44;193,13;327,30;367,43;292,66;283,50;91,91;127,30;331,45;156,84;333,12;289,98;175,41;381,26;94,21;288,22;358,43;379,13;151,63;130,61;197,83;379,90;337,00;97,03;278,26;338,34;159,78;360,11;143,29;250,15;299,81;383,26;321,77;393,98;169,80;134,96;110,62;29,75;135,16;324,02;379,13;21,76;235,73;131,57;192,93;319,68;141,17;278,41;338,40;323,40;171,22;326,11;123,27;100,85;0;349,85;359,40;305,22;128,20;128,53;226,65;375,38;322,29;340,73;159,14;39,10;96,08;150,68;159,65;152,64;71,90;154,08;327,04;333,31;357,59;301,58;295,62;367,71;331,64;295,06;89,27;332,99;198,34;378,35;321,30;154,01;48,06;374,65;63,35;159,29;325,96;155,46;270,85;383,13;382,97;156,76;332,38;53,34;333,92;310,63;190,55;317,07;334,78;145,09;205,72;246,83;238,55;164,93;143,97;58,61;325,41;414,21;132,47;309,21;131,27;386,83;334,26;178,28;365,11;328,42;383,63;331,55;172,88;146,31;133,95;70,28;208,58;29,08;210,50;157,96;138,30;286,55;373,09;341,90;150,85;65,38;334,59;365,57;91,93;334,73;179,45;148,19;58,97;401,18;357,97;157,90;206,82;172,33;329,31;333,78;188,95;100,13;338,01;166,84;333,69;81,51;222,34;377,41;189,28;132,88;349,52;419,04;330,53;61,22;271,15;341,99;266,88;133,15;175,96;169,34;296,44;416,86;297,06;141,80;142,73;122,67;154,66;52,49;143,58;178,99;335,32;405,34
58;475,15;75,77;206,83;351,17;24,45;283,30;192,88;388,90;301,06;250,16;20,60;384,00;16,74;448,76;175,75;141,06;340,27;176,17;19,26;138,67;236,83;470,25;286,02;302,85;16,06;428,45;535,10;12,58;469,67;71,69;479,82;440,93;241,97;38,64;29,80;48,79;284,84;474,05;406,28;351,35;214,72;244,77;138,67;328,82;491,86;409,68;389,81;288,50;407,55;143,28;178,58;249,79;286,81;24,31;457,17;450,45;349,85;0;175,02;96,03;477,14;232,20;272,19;149,80;477,96;318,17;290,01;388,20;295,41;489,52;292,80;250,17;305,48;286,37;26,21;16,58;68,16;316,09;149,40;66,36;19,35;294,57;434,75;16,92;170,97;270,07;28,99;260,00;303,42;151,77;306,80;495,65;25,08;322,29;179,36;173,56;33,73;194,31;18,31;341,40;15,97;281,55;291,42;232,85;243,89;285,09;471,60;255,00;208,67;186,74;205,99;323,35;25,49;134,58;472,37;277,84;470,30;309,31;15,64;474,81;335,99;222,05;170,12;24,82;510,42;372,58;229,48;282,00;188,47;330,99;140,79;283,14;285,44;265,86;23,45;23,96;213,23;360,76;15,56;62,42;418,98;28,88;499,29;254,26;399,66;215,24;31,47;273,42;458,41;182,85;21,68;194,65;291,22;440,96;15,44;500,25;16,36;274,31;516,63;143,41;192,46;472,42;204,34;164,16;19,79;401,68;507,01;272,33;164,61;449,25;203,02;349,15;134,67;316,78;295,24;480,13;445,27;461,32;263,31;355,48;278,93;171,99;18,15;231,66
59;443,17;173,49;370,17;444,44;181,17;442,44;72,31;507,02;354,92;232,35;163,41;456,13;172,96;555,19;210,70;49,21;394,36;323,25;159,90;49,68;208,45;489,95;389,74;462,33;163,59;454,82;446,11;168,19;422,55;106,72;502,68;338,34;387,77;165,50;181,33;208,71;218,30;449,66;365,95;374,72;250,65;89,54;49,68;338,33;563,12;463,57;305,47;136,80;466,49;86,65;341,73;401,79;218,84;166,97;430,16;453,43;359,40;175,02;0;251,30;468,65;288,77;388,75;35,98;587,97;465,91;228,53;389,98;271,24;509,99;230,23;211,04;292,13;229,12;159,58;171,41;109,37;452,86;300,45;115,97;178,71;154,97;447,90;173,91;169,34;96,76;176,60;214,02;325,54;33,53;344,90;518,68;164,60;404,87;89,08;25,97;178,08;224,05;167,16;376,81;173,69;133,82;391,68;384,90;399,69;365,39;398,50;380,92;126,08;216,15;239,88;361,40;178,90;90,27;491,78;130,72;490,65;137,41;171,40;418,31;172,14;378,47;28,20;188,62;532,20;309,64;227,44;310,82;295,29;353,62;188,62;224,53;238,44;404,71;177,93;195,66;281,05;398,71;169,76;118,82;394,00;196,56;536,00;334,29;389,38;49,02;206,48;218,45;380,77;203,14;178,90;355,17;211,47;459,52;182,75;526,13;170,10;279,22;569,96;43,71;286,11;492,22;367,93;72,58;176,42;420,31;588,26;426,63;302,61;486,67;184,35;433,47;286,34;141,89;433,65;501,18;398,56;482,07;215,14;339,11;231,13;209,04;183,34;61,85
60;443,18;84,59;118,90;265,52;76,74;192,14;245,41;294,92;237,52;236,09;95,02;305,67;87,17;356,77;152,46;227,62;273,04;80,14;115,05;224,99;231,91;412,11;199,06;212,00;97,68;369,20;531,78;94,34;446,17;161,18;419,72;450,63;146,07;132,39;74,18;113,61;290,71;438,10;383,50;299,16;177,18;302,32;224,99;286,45;410,37;338,30;392,77;339,47;333,97;191,26;90,57;155,13;293,11;89,39;423,60;401,67;305,22;96,03;251,30;0;432,75;177,26;180,95;233,73;384,84;222,90;292,31;344,27;276,35;430,14;295,24;248,02;278,86;286,99;96,65;88,67;157,26;220,10;53,48;158,83;81,18;337,94;381,72;86,24;173,50;338,91;78,48;259,46;257,18;235,25;251,24;434,80;91,54;242,52;224,01;256,42;122,69;167,23;92,05;283,74;86,94;330,88;205,62;138,06;150,63;209,14;462,40;161,40;239,80;162,68;172,33;266,02;77,97;228,53;414,26;327,22;411,84;374,67;89,19;456,15;392,16;128,91;253,56;72,20;449,58;365,23;211,32;234,97;109,57;281,21;126,93;285,04;280,64;169,90;113,28;72,97;155,19;300,16;90,84;154,81;386,91;67,16;431,98;181,67;361,23;296,97;78,24;275,11;452,57;166,32;79,81;104,01;303,10;384,86;81,30;437,88;90,05;242,34;441,59;228,69;121,72;414,13;116,69;255,87;82,69;347,96;421,64;178,64;70,72;383,64;202,59;267,20;38,68;388,01;199,23;420,89;423,09;403,10;263,28;324,35;275,71;148,92;79,12;312,15
